Subject,Datafile,Label
Subject04,Subject04/Subject04_Aufnahme283.csv,curve-left-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme284.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme285.csv,curve-left-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme286.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme287.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme288.csv,walk
Subject04,Subject04/Subject04_Aufnahme289.csv,v-cut-left-Rfirst
Subject04,Subject04/Subject04_Aufnahme290.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme291.csv,curve-left-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme292.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme293.csv,curve-left-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme294.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme295.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme296.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme297.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme298.csv,curve-right-step
Subject04,Subject04/Subject04_Aufnahme299.csv,run
Subject04,Subject04/Subject04_Aufnahme300.csv,curve-left-step
Subject04,Subject04/Subject04_Aufnahme301.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme302.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme303.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme304.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme305.csv,stair-down
Subject04,Subject04/Subject04_Aufnahme306.csv,walk
Subject04,Subject04/Subject04_Aufnahme307.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme308.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme309.csv,v-cut-left-Rfirst
Subject04,Subject04/Subject04_Aufnahme310.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme311.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme312.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme313.csv,walk
Subject04,Subject04/Subject04_Aufnahme314.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme315.csv,curve-left-step
Subject04,Subject04/Subject04_Aufnahme316.csv,jump-one-leg
Subject04,Subject04/Subject04_Aufnahme317.csv,v-cut-left-Rfirst
Subject04,Subject04/Subject04_Aufnahme318.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme319.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme320.csv,curve-left-step
Subject04,Subject04/Subject04_Aufnahme321.csv,walk
Subject04,Subject04/Subject04_Aufnahme322.csv,stand
Subject04,Subject04/Subject04_Aufnahme323.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme324.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme325.csv,stand
Subject04,Subject04/Subject04_Aufnahme326.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme327.csv,curve-right-step
Subject04,Subject04/Subject04_Aufnahme328.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme329.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme330.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme331.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme332.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme333.csv,stand
Subject04,Subject04/Subject04_Aufnahme334.csv,curve-right-step
Subject04,Subject04/Subject04_Aufnahme335.csv,run
Subject04,Subject04/Subject04_Aufnahme336.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme337.csv,lateral-shuffle-left
Subject04,Subject04/Subject04_Aufnahme338.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme339.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme340.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme341.csv,jump-one-leg
Subject04,Subject04/Subject04_Aufnahme342.csv,sit
Subject04,Subject04/Subject04_Aufnahme343.csv,stand
Subject04,Subject04/Subject04_Aufnahme344.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme345.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme346.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme347.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme348.csv,curve-right-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme349.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme350.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme351.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme352.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme353.csv,stand
Subject04,Subject04/Subject04_Aufnahme354.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme355.csv,walk
Subject04,Subject04/Subject04_Aufnahme356.csv,curve-right-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme357.csv,v-cut-left-Rfirst
Subject04,Subject04/Subject04_Aufnahme358.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme359.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme360.csv,stand
Subject04,Subject04/Subject04_Aufnahme361.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme362.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme363.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme364.csv,v-cut-left-Rfirst
Subject04,Subject04/Subject04_Aufnahme365.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme366.csv,stand
Subject04,Subject04/Subject04_Aufnahme367.csv,sit
Subject04,Subject04/Subject04_Aufnahme368.csv,curve-right-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme369.csv,stair-down
Subject04,Subject04/Subject04_Aufnahme370.csv,curve-right-step
Subject04,Subject04/Subject04_Aufnahme371.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme372.csv,walk
Subject04,Subject04/Subject04_Aufnahme373.csv,run
Subject04,Subject04/Subject04_Aufnahme374.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme375.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme376.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme377.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme378.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme379.csv,jump-one-leg
Subject04,Subject04/Subject04_Aufnahme380.csv,stair-down
Subject04,Subject04/Subject04_Aufnahme381.csv,curve-left-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme382.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme383.csv,run
Subject04,Subject04/Subject04_Aufnahme384.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme385.csv,curve-left-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme386.csv,sit
Subject04,Subject04/Subject04_Aufnahme387.csv,stair-down
Subject04,Subject04/Subject04_Aufnahme388.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme389.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme390.csv,lateral-shuffle-left
Subject04,Subject04/Subject04_Aufnahme391.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme392.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme393.csv,run
Subject04,Subject04/Subject04_Aufnahme394.csv,curve-left-step
Subject04,Subject04/Subject04_Aufnahme395.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme396.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme397.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme398.csv,stair-down
Subject04,Subject04/Subject04_Aufnahme399.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme400.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme401.csv,run
Subject04,Subject04/Subject04_Aufnahme402.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme403.csv,curve-right-step
Subject04,Subject04/Subject04_Aufnahme404.csv,stand
Subject04,Subject04/Subject04_Aufnahme405.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme406.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme407.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme408.csv,lateral-shuffle-left
Subject04,Subject04/Subject04_Aufnahme409.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme410.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme411.csv,jump-one-leg
Subject04,Subject04/Subject04_Aufnahme412.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme413.csv,stand
Subject04,Subject04/Subject04_Aufnahme414.csv,walk
Subject04,Subject04/Subject04_Aufnahme415.csv,v-cut-right-Lfirst
Subject04,Subject04/Subject04_Aufnahme416.csv,curve-left-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme417.csv,lateral-shuffle-left
Subject04,Subject04/Subject04_Aufnahme418.csv,curve-right-step
Subject04,Subject04/Subject04_Aufnahme419.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme420.csv,jump-two-leg
Subject04,Subject04/Subject04_Aufnahme421.csv,sit-to-stand
Subject04,Subject04/Subject04_Aufnahme422.csv,v-cut-right-Rfirst
Subject04,Subject04/Subject04_Aufnahme423.csv,jump-one-leg
Subject04,Subject04/Subject04_Aufnahme424.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme425.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme426.csv,stair-up
Subject04,Subject04/Subject04_Aufnahme427.csv,curve-left-step
Subject04,Subject04/Subject04_Aufnahme428.csv,v-cut-left-Lfirst
Subject04,Subject04/Subject04_Aufnahme429.csv,jump-one-leg
Subject04,Subject04/Subject04_Aufnahme430.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme431.csv,v-cut-left-Rfirst
Subject04,Subject04/Subject04_Aufnahme432.csv,stand-to-sit
Subject04,Subject04/Subject04_Aufnahme433.csv,curve-right-spin-Lfirst
Subject04,Subject04/Subject04_Aufnahme434.csv,curve-right-spin-Rfirst
Subject04,Subject04/Subject04_Aufnahme435.csv,run
Subject04,Subject04/Subject04_Aufnahme436.csv,lateral-shuffle-right
Subject04,Subject04/Subject04_Aufnahme437.csv,walk
Subject05,Subject05/Subject05_Aufnahme000.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme001.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme002.csv,stand
Subject05,Subject05/Subject05_Aufnahme003.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme004.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme005.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme006.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme007.csv,sit
Subject05,Subject05/Subject05_Aufnahme008.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme009.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme010.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme011.csv,stand
Subject05,Subject05/Subject05_Aufnahme012.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme013.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme014.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme015.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme016.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme017.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme018.csv,walk
Subject05,Subject05/Subject05_Aufnahme019.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme020.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme021.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme022.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme023.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme024.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme025.csv,run
Subject05,Subject05/Subject05_Aufnahme026.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme027.csv,stand
Subject05,Subject05/Subject05_Aufnahme028.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme029.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme030.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme031.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme032.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme033.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme034.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme035.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme036.csv,walk
Subject05,Subject05/Subject05_Aufnahme037.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme038.csv,walk
Subject05,Subject05/Subject05_Aufnahme039.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme040.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme041.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme042.csv,stand
Subject05,Subject05/Subject05_Aufnahme043.csv,stand
Subject05,Subject05/Subject05_Aufnahme044.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme045.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme046.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme047.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme048.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme049.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme050.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme051.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme052.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme053.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme054.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme055.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme056.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme057.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme058.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme059.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme060.csv,run
Subject05,Subject05/Subject05_Aufnahme061.csv,stand
Subject05,Subject05/Subject05_Aufnahme062.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme063.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme064.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme065.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme066.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme067.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme068.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme069.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme070.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme071.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme072.csv,sit
Subject05,Subject05/Subject05_Aufnahme073.csv,sit
Subject05,Subject05/Subject05_Aufnahme074.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme075.csv,walk
Subject05,Subject05/Subject05_Aufnahme076.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme077.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme078.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme079.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme080.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme081.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme082.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme083.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme084.csv,walk
Subject05,Subject05/Subject05_Aufnahme085.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme086.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme087.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme088.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme089.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme090.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme091.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme092.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme093.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme094.csv,walk
Subject05,Subject05/Subject05_Aufnahme095.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme096.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme097.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme098.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme099.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme100.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme101.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme102.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme103.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme104.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme105.csv,run
Subject05,Subject05/Subject05_Aufnahme106.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme107.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme108.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme109.csv,stand
Subject05,Subject05/Subject05_Aufnahme110.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme111.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme112.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme113.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme114.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme115.csv,stand
Subject05,Subject05/Subject05_Aufnahme116.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme117.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme118.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme119.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme120.csv,walk
Subject05,Subject05/Subject05_Aufnahme121.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme122.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme123.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme124.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme125.csv,walk
Subject05,Subject05/Subject05_Aufnahme126.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme127.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme128.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme129.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme130.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme131.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme132.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme133.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme134.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme135.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme136.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme137.csv,stand
Subject05,Subject05/Subject05_Aufnahme138.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme139.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme140.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme141.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme142.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme143.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme144.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme145.csv,walk
Subject05,Subject05/Subject05_Aufnahme146.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme147.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme148.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme149.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme150.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme151.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme152.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme153.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme154.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme155.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme156.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme157.csv,sit
Subject05,Subject05/Subject05_Aufnahme158.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme159.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme160.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme161.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme162.csv,sit
Subject05,Subject05/Subject05_Aufnahme163.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme164.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme165.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme166.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme167.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme168.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme169.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme170.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme171.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme172.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme173.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme174.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme175.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme176.csv,walk
Subject05,Subject05/Subject05_Aufnahme177.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme178.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme179.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme180.csv,stand
Subject05,Subject05/Subject05_Aufnahme181.csv,run
Subject05,Subject05/Subject05_Aufnahme182.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme183.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme184.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme185.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme186.csv,curve-right-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme187.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme188.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme189.csv,run
Subject05,Subject05/Subject05_Aufnahme190.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme191.csv,v-cut-left-Rfirst
Subject05,Subject05/Subject05_Aufnahme192.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme193.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme194.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme195.csv,stand
Subject05,Subject05/Subject05_Aufnahme196.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme197.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme198.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme199.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme200.csv,run
Subject05,Subject05/Subject05_Aufnahme201.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme202.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme203.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme204.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme205.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme206.csv,lateral-shuffle-right
Subject05,Subject05/Subject05_Aufnahme207.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme208.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme209.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme210.csv,walk
Subject05,Subject05/Subject05_Aufnahme211.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme212.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme213.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme214.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme215.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme216.csv,curve-left-step
Subject05,Subject05/Subject05_Aufnahme217.csv,sit
Subject05,Subject05/Subject05_Aufnahme218.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme219.csv,curve-left-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme220.csv,curve-right-step
Subject05,Subject05/Subject05_Aufnahme221.csv,run
Subject05,Subject05/Subject05_Aufnahme222.csv,stair-down
Subject05,Subject05/Subject05_Aufnahme223.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme224.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme225.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme226.csv,stand
Subject05,Subject05/Subject05_Aufnahme227.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme228.csv,stand-to-sit
Subject05,Subject05/Subject05_Aufnahme229.csv,sit-to-stand
Subject05,Subject05/Subject05_Aufnahme230.csv,stair-up
Subject05,Subject05/Subject05_Aufnahme231.csv,sit
Subject05,Subject05/Subject05_Aufnahme232.csv,curve-left-spin-Rfirst
Subject05,Subject05/Subject05_Aufnahme233.csv,lateral-shuffle-left
Subject05,Subject05/Subject05_Aufnahme234.csv,jump-one-leg
Subject05,Subject05/Subject05_Aufnahme235.csv,v-cut-right-Rfirst
Subject05,Subject05/Subject05_Aufnahme236.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme237.csv,curve-right-spin-Lfirst
Subject05,Subject05/Subject05_Aufnahme238.csv,walk
Subject05,Subject05/Subject05_Aufnahme239.csv,v-cut-left-Lfirst
Subject05,Subject05/Subject05_Aufnahme240.csv,jump-two-leg
Subject05,Subject05/Subject05_Aufnahme241.csv,v-cut-right-Lfirst
Subject05,Subject05/Subject05_Aufnahme242.csv,curve-left-spin-Lfirst
